project,access,agent,timestamp,views
de.wikipedia.org,mobile-web,spider,2019-09-26,734810
de.wikipedia.org,mobile-web,spider,2019-09-27,1070483
de.wikipedia.org,mobile-web,spider,2019-09-28,736250
de.wikipedia.org,mobile-web,spider,2019-09-29,476747
de.wikipedia.org,mobile-web,spider,2019-09-30,449227
de.wikipedia.org,mobile-web,spider,2019-10-01,453998
de.wikipedia.org,mobile-web,spider,2019-10-02,383091
de.wikipedia.org,mobile-web,spider,2019-10-03,713955
de.wikipedia.org,mobile-web,spider,2019-10-04,990907
de.wikipedia.org,mobile-web,spider,2019-10-05,1055713
de.wikipedia.org,mobile-web,spider,2019-10-06,651282
de.wikipedia.org,mobile-web,spider,2019-10-07,426860
de.wikipedia.org,mobile-web,spider,2019-10-08,502413
de.wikipedia.org,mobile-web,spider,2019-10-09,699644
de.wikipedia.org,mobile-web,spider,2019-10-10,986471
de.wikipedia.org,mobile-web,spider,2019-10-11,1314991
de.wikipedia.org,mobile-web,spider,2019-10-12,1362468
de.wikipedia.org,mobile-web,spider,2019-10-13,1374828
de.wikipedia.org,mobile-web,spider,2019-10-14,1111157
de.wikipedia.org,mobile-web,spider,2019-10-15,812911
de.wikipedia.org,mobile-web,spider,2019-10-16,798150
de.wikipedia.org,mobile-web,spider,2019-10-17,696869
de.wikipedia.org,mobile-web,spider,2019-10-18,732592
de.wikipedia.org,mobile-web,spider,2019-10-19,796164
de.wikipedia.org,mobile-web,spider,2019-10-20,752630
de.wikipedia.org,mobile-web,spider,2019-10-21,1366066
de.wikipedia.org,mobile-web,spider,2019-10-22,2050084
de.wikipedia.org,mobile-web,spider,2019-10-23,1470339
de.wikipedia.org,mobile-web,spider,2019-10-24,668043
de.wikipedia.org,mobile-web,spider,2019-10-25,697250
de.wikipedia.org,mobile-web,spider,2019-10-26,680440
de.wikipedia.org,mobile-web,spider,2019-10-27,727745
de.wikipedia.org,mobile-web,spider,2019-10-28,763354
de.wikipedia.org,mobile-web,spider,2019-10-29,704950
de.wikipedia.org,mobile-web,spider,2019-10-30,787843
de.wikipedia.org,mobile-web,spider,2019-10-31,1378914
de.wikipedia.org,mobile-web,spider,2019-11-01,2093011
de.wikipedia.org,mobile-web,spider,2019-11-02,1634833
de.wikipedia.org,mobile-web,spider,2019-11-03,518505
de.wikipedia.org,mobile-web,spider,2019-11-04,527195
de.wikipedia.org,mobile-web,spider,2019-11-05,531306
de.wikipedia.org,mobile-web,spider,2019-11-06,468858
de.wikipedia.org,mobile-web,spider,2019-11-07,880076
de.wikipedia.org,mobile-web,spider,2019-11-08,1135334
de.wikipedia.org,mobile-web,spider,2019-11-09,1807593
de.wikipedia.org,mobile-web,spider,2019-11-10,658806
de.wikipedia.org,mobile-web,spider,2019-11-11,515548
de.wikipedia.org,mobile-web,spider,2019-11-12,683420
de.wikipedia.org,mobile-web,spider,2019-11-13,828086
de.wikipedia.org,mobile-web,spider,2019-11-14,1309637
de.wikipedia.org,mobile-web,spider,2019-11-15,1418597
de.wikipedia.org,mobile-web,spider,2019-11-16,1742548
de.wikipedia.org,mobile-web,spider,2019-11-17,874621
de.wikipedia.org,mobile-web,spider,2019-11-18,1005496
de.wikipedia.org,mobile-web,spider,2019-11-19,1050388
de.wikipedia.org,mobile-web,spider,2019-11-20,833990
de.wikipedia.org,mobile-web,spider,2019-11-21,843980
de.wikipedia.org,mobile-web,spider,2019-11-22,1168305
de.wikipedia.org,mobile-web,spider,2019-11-23,1323675
de.wikipedia.org,mobile-web,spider,2019-11-24,865251
de.wikipedia.org,mobile-web,spider,2019-11-25,713977
de.wikipedia.org,mobile-web,spider,2019-11-26,761710
de.wikipedia.org,mobile-web,spider,2019-11-27,746320
de.wikipedia.org,mobile-web,spider,2019-11-28,872367
de.wikipedia.org,mobile-web,spider,2019-11-29,1172313
de.wikipedia.org,mobile-web,spider,2019-11-30,1406182
de.wikipedia.org,mobile-web,spider,2019-12-01,1444076
de.wikipedia.org,mobile-web,spider,2019-12-02,1195611
de.wikipedia.org,mobile-web,spider,2019-12-03,1273828
de.wikipedia.org,mobile-web,spider,2019-12-04,843099
de.wikipedia.org,mobile-web,spider,2019-12-05,746614
de.wikipedia.org,mobile-web,spider,2019-12-06,975539
de.wikipedia.org,mobile-web,spider,2019-12-07,1103759
de.wikipedia.org,mobile-web,spider,2019-12-08,525331
de.wikipedia.org,mobile-web,spider,2019-12-09,534095
de.wikipedia.org,mobile-web,spider,2019-12-10,606530
de.wikipedia.org,mobile-web,spider,2019-12-11,864475
de.wikipedia.org,mobile-web,spider,2019-12-12,1110350
de.wikipedia.org,mobile-web,spider,2019-12-13,1608086
de.wikipedia.org,mobile-web,spider,2019-12-14,1834028
de.wikipedia.org,mobile-web,spider,2019-12-15,964474
de.wikipedia.org,mobile-web,spider,2019-12-16,763021
de.wikipedia.org,mobile-web,spider,2019-12-17,1215971
de.wikipedia.org,mobile-web,spider,2019-12-18,1083102
de.wikipedia.org,mobile-web,spider,2019-12-19,992332
de.wikipedia.org,mobile-web,spider,2019-12-20,1232535
de.wikipedia.org,mobile-web,spider,2019-12-21,1600060
de.wikipedia.org,mobile-web,spider,2019-12-22,1363062
de.wikipedia.org,mobile-web,spider,2019-12-23,1168651
de.wikipedia.org,mobile-web,spider,2019-12-24,1011091
de.wikipedia.org,mobile-web,spider,2019-12-25,953178
de.wikipedia.org,mobile-web,spider,2019-12-26,1110217
de.wikipedia.org,mobile-web,spider,2019-12-27,1558324
de.wikipedia.org,mobile-web,spider,2019-12-28,1665882
de.wikipedia.org,mobile-web,spider,2019-12-29,838289
de.wikipedia.org,mobile-web,spider,2019-12-30,848493
de.wikipedia.org,mobile-web,spider,2019-12-31,900099
de.wikipedia.org,mobile-web,spider,2020-01-01,1100628
de.wikipedia.org,mobile-web,spider,2020-01-02,1106487
de.wikipedia.org,mobile-web,spider,2020-01-03,1516171
de.wikipedia.org,mobile-web,spider,2020-01-04,1395767
de.wikipedia.org,mobile-web,spider,2020-01-05,1114776
de.wikipedia.org,mobile-web,spider,2020-01-06,920644
de.wikipedia.org,mobile-web,spider,2020-01-07,949793
de.wikipedia.org,mobile-web,spider,2020-01-08,756131
de.wikipedia.org,mobile-web,spider,2020-01-09,1455477
de.wikipedia.org,mobile-web,spider,2020-01-10,1342022
de.wikipedia.org,mobile-web,spider,2020-01-11,1643533
de.wikipedia.org,mobile-web,spider,2020-01-12,991842
de.wikipedia.org,mobile-web,spider,2020-01-13,897156
de.wikipedia.org,mobile-web,spider,2020-01-14,1044533
de.wikipedia.org,mobile-web,spider,2020-01-15,578295
de.wikipedia.org,mobile-web,spider,2020-01-16,723221
de.wikipedia.org,mobile-web,spider,2020-01-17,1080603
de.wikipedia.org,mobile-web,spider,2020-01-18,984783
de.wikipedia.org,mobile-web,spider,2020-01-19,1152347
de.wikipedia.org,mobile-web,spider,2020-01-20,1224675
de.wikipedia.org,mobile-web,spider,2020-01-21,483256
de.wikipedia.org,mobile-web,spider,2020-01-22,479975
de.wikipedia.org,mobile-web,spider,2020-01-23,721803
de.wikipedia.org,mobile-web,spider,2020-01-24,980459
de.wikipedia.org,mobile-web,spider,2020-01-25,1133110
de.wikipedia.org,mobile-web,spider,2020-01-26,802665
de.wikipedia.org,mobile-web,spider,2020-01-27,659926
de.wikipedia.org,mobile-web,spider,2020-01-28,623821
de.wikipedia.org,mobile-web,spider,2020-01-29,576117
de.wikipedia.org,mobile-web,spider,2020-01-30,866047
de.wikipedia.org,mobile-web,spider,2020-01-31,1514086
de.wikipedia.org,mobile-web,spider,2020-02-01,1378832
de.wikipedia.org,mobile-web,spider,2020-02-02,864724
de.wikipedia.org,mobile-web,spider,2020-02-03,692230
de.wikipedia.org,mobile-web,spider,2020-02-04,662900
de.wikipedia.org,mobile-web,spider,2020-02-05,732381
de.wikipedia.org,mobile-web,spider,2020-02-06,1046166
de.wikipedia.org,mobile-web,spider,2020-02-07,1284285
de.wikipedia.org,mobile-web,spider,2020-02-08,1450881
de.wikipedia.org,mobile-web,spider,2020-02-09,773850
de.wikipedia.org,mobile-web,spider,2020-02-10,674046
de.wikipedia.org,mobile-web,spider,2020-02-11,730546
de.wikipedia.org,mobile-web,spider,2020-02-12,991654
de.wikipedia.org,mobile-web,spider,2020-02-13,999501
de.wikipedia.org,mobile-web,spider,2020-02-14,1168764
de.wikipedia.org,mobile-web,spider,2020-02-15,1071676
de.wikipedia.org,mobile-web,spider,2020-02-16,1351166
de.wikipedia.org,mobile-web,spider,2020-02-17,868088
de.wikipedia.org,mobile-web,spider,2020-02-18,679598
de.wikipedia.org,mobile-web,spider,2020-02-19,526684
de.wikipedia.org,mobile-web,spider,2020-02-20,801018
de.wikipedia.org,mobile-web,spider,2020-02-21,934054
de.wikipedia.org,mobile-web,spider,2020-02-22,888881
de.wikipedia.org,mobile-web,spider,2020-02-23,1202058
de.wikipedia.org,mobile-web,spider,2020-02-24,512152
de.wikipedia.org,mobile-web,spider,2020-02-25,581289
de.wikipedia.org,mobile-web,spider,2020-02-26,556606
de.wikipedia.org,mobile-web,spider,2020-02-27,481908
de.wikipedia.org,mobile-web,spider,2020-02-28,427041
de.wikipedia.org,mobile-web,spider,2020-02-29,701578
de.wikipedia.org,mobile-web,spider,2020-03-01,520856
de.wikipedia.org,mobile-web,spider,2020-03-02,433248
de.wikipedia.org,mobile-web,spider,2020-03-03,535160
de.wikipedia.org,mobile-web,spider,2020-03-04,633616
de.wikipedia.org,mobile-web,spider,2020-03-05,1026309
de.wikipedia.org,mobile-web,spider,2020-03-06,1683290
de.wikipedia.org,mobile-web,spider,2020-03-07,1011405
de.wikipedia.org,mobile-web,spider,2020-03-08,1277843
de.wikipedia.org,mobile-web,spider,2020-03-09,785342
de.wikipedia.org,mobile-web,spider,2020-03-10,641345
de.wikipedia.org,mobile-web,spider,2020-03-11,539189
de.wikipedia.org,mobile-web,spider,2020-03-12,636003
de.wikipedia.org,mobile-web,spider,2020-03-13,973858
de.wikipedia.org,mobile-web,spider,2020-03-14,944190
de.wikipedia.org,mobile-web,spider,2020-03-15,1002881
de.wikipedia.org,mobile-web,spider,2020-03-16,749797
de.wikipedia.org,mobile-web,spider,2020-03-17,499475
de.wikipedia.org,mobile-web,spider,2020-03-18,514505
de.wikipedia.org,mobile-web,spider,2020-03-19,783553
de.wikipedia.org,mobile-web,spider,2020-03-20,1148762
de.wikipedia.org,mobile-web,spider,2020-03-21,1017155
de.wikipedia.org,mobile-web,spider,2020-03-22,937293
de.wikipedia.org,mobile-web,spider,2020-03-23,392918
de.wikipedia.org,mobile-web,spider,2020-03-24,448281
de.wikipedia.org,mobile-web,spider,2020-03-25,471091
de.wikipedia.org,mobile-web,spider,2020-03-26,735555
de.wikipedia.org,mobile-web,spider,2020-03-27,978785
de.wikipedia.org,mobile-web,spider,2020-03-28,968989
de.wikipedia.org,mobile-web,spider,2020-03-29,1063991
de.wikipedia.org,mobile-web,spider,2020-03-30,685019
de.wikipedia.org,mobile-web,spider,2020-03-31,482236
de.wikipedia.org,mobile-web,spider,2020-04-01,532914
de.wikipedia.org,mobile-web,spider,2020-04-02,754596
de.wikipedia.org,mobile-web,spider,2020-04-03,825125
de.wikipedia.org,mobile-web,spider,2020-04-04,906820
de.wikipedia.org,mobile-web,spider,2020-04-05,1049780
de.wikipedia.org,mobile-web,spider,2020-04-06,645972
de.wikipedia.org,mobile-web,spider,2020-04-07,549513
de.wikipedia.org,mobile-web,spider,2020-04-08,625362
de.wikipedia.org,mobile-web,spider,2020-04-09,825126
de.wikipedia.org,mobile-web,spider,2020-04-10,1148532
de.wikipedia.org,mobile-web,spider,2020-04-11,1102952
de.wikipedia.org,mobile-web,spider,2020-04-12,1177877
de.wikipedia.org,mobile-web,spider,2020-04-13,725288
de.wikipedia.org,mobile-web,spider,2020-04-14,821830
de.wikipedia.org,mobile-web,spider,2020-04-15,885218
de.wikipedia.org,mobile-web,spider,2020-04-16,1075303
de.wikipedia.org,mobile-web,spider,2020-04-17,1937690
de.wikipedia.org,mobile-web,spider,2020-04-18,1626872
de.wikipedia.org,mobile-web,spider,2020-04-19,1514923
de.wikipedia.org,mobile-web,spider,2020-04-20,1052665
de.wikipedia.org,mobile-web,spider,2020-04-21,1085836
de.wikipedia.org,mobile-web,spider,2020-04-22,1151576
de.wikipedia.org,mobile-web,spider,2020-04-23,1387665
de.wikipedia.org,mobile-web,spider,2020-04-24,1577571
de.wikipedia.org,mobile-web,spider,2020-04-25,1588423
de.wikipedia.org,mobile-web,spider,2020-04-26,1676607
de.wikipedia.org,mobile-web,spider,2020-04-27,1324995
de.wikipedia.org,mobile-web,spider,2020-04-28,1090798
de.wikipedia.org,mobile-web,spider,2020-04-29,1351413
de.wikipedia.org,mobile-web,spider,2020-04-30,1296415
de.wikipedia.org,mobile-web,spider,2020-05-01,1170157
de.wikipedia.org,mobile-web,spider,2020-05-02,1358540
de.wikipedia.org,mobile-web,spider,2020-05-03,1331218
de.wikipedia.org,mobile-web,spider,2020-05-04,933207
de.wikipedia.org,mobile-web,spider,2020-05-05,884009
de.wikipedia.org,mobile-web,spider,2020-05-06,742639
de.wikipedia.org,mobile-web,spider,2020-05-07,1150713
de.wikipedia.org,mobile-web,spider,2020-05-08,1384118
de.wikipedia.org,mobile-web,spider,2020-05-09,1229694
de.wikipedia.org,mobile-web,spider,2020-05-10,1293572
de.wikipedia.org,mobile-web,spider,2020-05-11,1120698
de.wikipedia.org,mobile-web,spider,2020-05-12,951705
de.wikipedia.org,mobile-web,spider,2020-05-13,915512
de.wikipedia.org,mobile-web,spider,2020-05-14,1177364
de.wikipedia.org,mobile-web,spider,2020-05-15,1315277
de.wikipedia.org,mobile-web,spider,2020-05-16,1213246
de.wikipedia.org,mobile-web,spider,2020-05-17,1275650
de.wikipedia.org,mobile-web,spider,2020-05-18,856208
de.wikipedia.org,mobile-web,spider,2020-05-19,767140
de.wikipedia.org,mobile-web,spider,2020-05-20,716442
de.wikipedia.org,mobile-web,spider,2020-05-21,801111
de.wikipedia.org,mobile-web,spider,2020-05-22,1213054
de.wikipedia.org,mobile-web,spider,2020-05-23,1271374
de.wikipedia.org,mobile-web,spider,2020-05-24,1754980
de.wikipedia.org,mobile-web,spider,2020-05-25,1156253
de.wikipedia.org,mobile-web,spider,2020-05-26,911880
de.wikipedia.org,mobile-web,spider,2020-05-27,886026
de.wikipedia.org,mobile-web,spider,2020-05-28,888909
de.wikipedia.org,mobile-web,spider,2020-05-29,1070711
de.wikipedia.org,mobile-web,spider,2020-05-30,1077148
de.wikipedia.org,mobile-web,spider,2020-05-31,1133664
de.wikipedia.org,mobile-web,spider,2020-06-01,1287931
de.wikipedia.org,mobile-web,spider,2020-06-02,1316322
de.wikipedia.org,mobile-web,spider,2020-06-03,1088028
de.wikipedia.org,mobile-web,spider,2020-06-04,1141755
de.wikipedia.org,mobile-web,spider,2020-06-05,1050744
de.wikipedia.org,mobile-web,spider,2020-06-06,1016160
de.wikipedia.org,mobile-web,spider,2020-06-07,1049382
de.wikipedia.org,mobile-web,spider,2020-06-08,707741
de.wikipedia.org,mobile-web,spider,2020-06-09,724280
de.wikipedia.org,mobile-web,spider,2020-06-10,677015
de.wikipedia.org,mobile-web,spider,2020-06-11,871891
de.wikipedia.org,mobile-web,spider,2020-06-12,1366091
de.wikipedia.org,mobile-web,spider,2020-06-13,892212
de.wikipedia.org,mobile-web,spider,2020-06-14,852589
de.wikipedia.org,mobile-web,spider,2020-06-15,947637
de.wikipedia.org,mobile-web,spider,2020-06-16,1306814
de.wikipedia.org,mobile-web,spider,2020-06-17,1113189
de.wikipedia.org,mobile-web,spider,2020-06-18,746039
de.wikipedia.org,mobile-web,spider,2020-06-19,772046
de.wikipedia.org,mobile-web,spider,2020-06-20,696088
de.wikipedia.org,mobile-web,spider,2020-06-21,812675
de.wikipedia.org,mobile-web,spider,2020-06-22,950280
de.wikipedia.org,mobile-web,spider,2020-06-23,765646
de.wikipedia.org,mobile-web,spider,2020-06-24,566797
de.wikipedia.org,mobile-web,spider,2020-06-25,972178
de.wikipedia.org,mobile-web,spider,2020-06-26,1174930
de.wikipedia.org,mobile-web,spider,2020-06-27,931407
de.wikipedia.org,mobile-web,spider,2020-06-28,878745
de.wikipedia.org,mobile-web,spider,2020-06-29,947542
de.wikipedia.org,mobile-web,spider,2020-06-30,792763
de.wikipedia.org,mobile-web,spider,2020-07-01,683910
de.wikipedia.org,mobile-web,spider,2020-07-02,607568
de.wikipedia.org,mobile-web,spider,2020-07-03,639352
de.wikipedia.org,mobile-web,spider,2020-07-04,809484
de.wikipedia.org,mobile-web,spider,2020-07-05,697770
de.wikipedia.org,mobile-web,spider,2020-07-06,676342
de.wikipedia.org,mobile-web,spider,2020-07-07,676275
de.wikipedia.org,mobile-web,spider,2020-07-08,640925
de.wikipedia.org,mobile-web,spider,2020-07-09,966431
de.wikipedia.org,mobile-web,spider,2020-07-10,1313517
de.wikipedia.org,mobile-web,spider,2020-07-11,1269689
de.wikipedia.org,mobile-web,spider,2020-07-12,860803
de.wikipedia.org,mobile-web,spider,2020-07-13,908303
de.wikipedia.org,mobile-web,spider,2020-07-14,618272
de.wikipedia.org,mobile-web,spider,2020-07-15,623906
de.wikipedia.org,mobile-web,spider,2020-07-16,684199
de.wikipedia.org,mobile-web,spider,2020-07-17,559579
de.wikipedia.org,mobile-web,spider,2020-07-18,560444
de.wikipedia.org,mobile-web,spider,2020-07-19,700830
de.wikipedia.org,mobile-web,spider,2020-07-20,566602
de.wikipedia.org,mobile-web,spider,2020-07-21,616588
de.wikipedia.org,mobile-web,spider,2020-07-22,554111
de.wikipedia.org,mobile-web,spider,2020-07-23,937304
de.wikipedia.org,mobile-web,spider,2020-07-24,1313146
de.wikipedia.org,mobile-web,spider,2020-07-25,1060117
de.wikipedia.org,mobile-web,spider,2020-07-26,1104677
de.wikipedia.org,mobile-web,spider,2020-07-27,865827
de.wikipedia.org,mobile-web,spider,2020-07-28,580878
de.wikipedia.org,mobile-web,spider,2020-07-29,582461
de.wikipedia.org,mobile-web,spider,2020-07-30,676040
de.wikipedia.org,mobile-web,spider,2020-07-31,858335
de.wikipedia.org,mobile-web,spider,2020-08-01,1081497
de.wikipedia.org,mobile-web,spider,2020-08-02,944400
de.wikipedia.org,mobile-web,spider,2020-08-03,603595
de.wikipedia.org,mobile-web,spider,2020-08-04,508596
de.wikipedia.org,mobile-web,spider,2020-08-05,491496
de.wikipedia.org,mobile-web,spider,2020-08-06,573865
de.wikipedia.org,mobile-web,spider,2020-08-07,564893
de.wikipedia.org,mobile-web,spider,2020-08-08,529172
de.wikipedia.org,mobile-web,spider,2020-08-09,632227
de.wikipedia.org,mobile-web,spider,2020-08-10,701051
de.wikipedia.org,mobile-web,spider,2020-08-11,554427
de.wikipedia.org,mobile-web,spider,2020-08-12,583715
de.wikipedia.org,mobile-web,spider,2020-08-13,590986
de.wikipedia.org,mobile-web,spider,2020-08-14,651580
de.wikipedia.org,mobile-web,spider,2020-08-15,672912
de.wikipedia.org,mobile-web,spider,2020-08-16,522421
de.wikipedia.org,mobile-web,spider,2020-08-17,537477
de.wikipedia.org,mobile-web,spider,2020-08-18,631071
de.wikipedia.org,mobile-web,spider,2020-08-19,470491
de.wikipedia.org,mobile-web,spider,2020-08-20,629703
de.wikipedia.org,mobile-web,spider,2020-08-21,574366
de.wikipedia.org,mobile-web,spider,2020-08-22,500738
de.wikipedia.org,mobile-web,spider,2020-08-23,549565
de.wikipedia.org,mobile-web,spider,2020-08-24,623015
de.wikipedia.org,mobile-web,spider,2020-08-25,588510
de.wikipedia.org,mobile-web,spider,2020-08-26,772940
de.wikipedia.org,mobile-web,spider,2020-08-27,677742
de.wikipedia.org,mobile-web,spider,2020-08-28,648275
de.wikipedia.org,mobile-web,spider,2020-08-29,676360
de.wikipedia.org,mobile-web,spider,2020-08-30,709975
de.wikipedia.org,mobile-web,spider,2020-08-31,655918
de.wikipedia.org,mobile-web,spider,2020-09-01,631041
de.wikipedia.org,mobile-web,spider,2020-09-02,663218
de.wikipedia.org,mobile-web,spider,2020-09-03,550925
de.wikipedia.org,mobile-web,spider,2020-09-04,651495
de.wikipedia.org,mobile-web,spider,2020-09-05,706891
de.wikipedia.org,mobile-web,spider,2020-09-06,672772
de.wikipedia.org,mobile-web,spider,2020-09-07,634408
de.wikipedia.org,mobile-web,spider,2020-09-08,692440
de.wikipedia.org,mobile-web,spider,2020-09-09,671919
de.wikipedia.org,mobile-web,spider,2020-09-10,619546
de.wikipedia.org,mobile-web,spider,2020-09-11,663346
de.wikipedia.org,mobile-web,spider,2020-09-12,764593
de.wikipedia.org,mobile-web,spider,2020-09-13,809638
de.wikipedia.org,mobile-web,spider,2020-09-14,891843
de.wikipedia.org,mobile-web,spider,2020-09-15,652424
de.wikipedia.org,mobile-web,spider,2020-09-16,754267
de.wikipedia.org,mobile-web,spider,2020-09-17,716735
de.wikipedia.org,mobile-web,spider,2020-09-18,652940
de.wikipedia.org,mobile-web,spider,2020-09-19,567013
de.wikipedia.org,mobile-web,spider,2020-09-20,446915
de.wikipedia.org,mobile-web,spider,2020-09-21,397559
de.wikipedia.org,mobile-web,spider,2020-09-22,534807
de.wikipedia.org,mobile-web,spider,2020-09-23,421990
de.wikipedia.org,mobile-web,spider,2020-09-24,838673
de.wikipedia.org,mobile-web,spider,2020-09-25,443072
de.wikipedia.org,mobile-web,spider,2020-09-26,425447
de.wikipedia.org,mobile-web,spider,2020-09-27,454996
de.wikipedia.org,mobile-web,spider,2020-09-28,511562
de.wikipedia.org,mobile-web,spider,2020-09-29,521682
de.wikipedia.org,mobile-web,spider,2020-09-30,594351
de.wikipedia.org,mobile-web,spider,2020-10-01,516639
de.wikipedia.org,mobile-web,spider,2020-10-02,660841
de.wikipedia.org,mobile-web,spider,2020-10-03,544727
de.wikipedia.org,mobile-web,spider,2020-10-04,539925
de.wikipedia.org,mobile-web,spider,2020-10-05,644098
de.wikipedia.org,mobile-web,spider,2020-10-06,696591
de.wikipedia.org,mobile-web,spider,2020-10-07,788466
de.wikipedia.org,mobile-web,spider,2020-10-08,792989
de.wikipedia.org,mobile-web,spider,2020-10-09,707827
de.wikipedia.org,mobile-web,spider,2020-10-10,659238
de.wikipedia.org,mobile-web,spider,2020-10-11,678147
de.wikipedia.org,mobile-web,spider,2020-10-12,947330
de.wikipedia.org,mobile-web,spider,2020-10-13,729652
de.wikipedia.org,mobile-web,spider,2020-10-14,706785
de.wikipedia.org,mobile-web,spider,2020-10-15,649357
de.wikipedia.org,mobile-web,spider,2020-10-16,692728
de.wikipedia.org,mobile-web,spider,2020-10-17,705901
de.wikipedia.org,mobile-web,spider,2020-10-18,729489
de.wikipedia.org,mobile-web,spider,2020-10-19,646560
de.wikipedia.org,mobile-web,spider,2020-10-20,679456
de.wikipedia.org,mobile-web,spider,2020-10-21,863271
de.wikipedia.org,mobile-web,spider,2020-10-22,646426
de.wikipedia.org,mobile-web,spider,2020-10-23,596834
de.wikipedia.org,mobile-web,spider,2020-10-24,586116
de.wikipedia.org,mobile-web,spider,2020-10-25,820254
de.wikipedia.org,mobile-web,spider,2020-10-26,747432
de.wikipedia.org,mobile-web,spider,2020-10-27,660619
de.wikipedia.org,mobile-web,spider,2020-10-28,524436
de.wikipedia.org,mobile-web,spider,2020-10-29,705121
de.wikipedia.org,mobile-web,spider,2020-10-30,852974
de.wikipedia.org,mobile-web,spider,2020-10-31,1177560
de.wikipedia.org,mobile-web,spider,2020-11-01,949700
de.wikipedia.org,mobile-web,spider,2020-11-02,996573
de.wikipedia.org,mobile-web,spider,2020-11-03,1112534
de.wikipedia.org,mobile-web,spider,2020-11-04,742064
de.wikipedia.org,mobile-web,spider,2020-11-05,696926
de.wikipedia.org,mobile-web,spider,2020-11-06,766925
de.wikipedia.org,mobile-web,spider,2020-11-07,752637
de.wikipedia.org,mobile-web,spider,2020-11-08,870549
de.wikipedia.org,mobile-web,spider,2020-11-09,818019
de.wikipedia.org,mobile-web,spider,2020-11-10,623311
de.wikipedia.org,mobile-web,spider,2020-11-11,727247
de.wikipedia.org,mobile-web,spider,2020-11-12,760795
de.wikipedia.org,mobile-web,spider,2020-11-13,767614
de.wikipedia.org,mobile-web,spider,2020-11-14,676687
de.wikipedia.org,mobile-web,spider,2020-11-15,640342
de.wikipedia.org,mobile-web,spider,2020-11-16,616284
de.wikipedia.org,mobile-web,spider,2020-11-17,628028
de.wikipedia.org,mobile-web,spider,2020-11-18,818860
de.wikipedia.org,mobile-web,spider,2020-11-19,594430
de.wikipedia.org,mobile-web,spider,2020-11-20,719304
de.wikipedia.org,mobile-web,spider,2020-11-21,649631
de.wikipedia.org,mobile-web,spider,2020-11-22,654559
de.wikipedia.org,mobile-web,spider,2020-11-23,798534
de.wikipedia.org,mobile-web,spider,2020-11-24,758369
de.wikipedia.org,mobile-web,spider,2020-11-25,722314
de.wikipedia.org,mobile-web,spider,2020-11-26,732449
de.wikipedia.org,mobile-web,spider,2020-11-27,733433
de.wikipedia.org,mobile-web,spider,2020-11-28,952769
de.wikipedia.org,mobile-web,spider,2020-11-29,699953
de.wikipedia.org,mobile-web,spider,2020-11-30,707718
de.wikipedia.org,mobile-web,spider,2020-12-01,980575
de.wikipedia.org,mobile-web,spider,2020-12-02,1183649
de.wikipedia.org,mobile-web,spider,2020-12-03,1388636
de.wikipedia.org,mobile-web,spider,2020-12-04,1349767
de.wikipedia.org,mobile-web,spider,2020-12-05,1433858
de.wikipedia.org,mobile-web,spider,2020-12-06,1191278
de.wikipedia.org,mobile-web,spider,2020-12-07,1196313
de.wikipedia.org,mobile-web,spider,2020-12-08,981316
de.wikipedia.org,mobile-web,spider,2020-12-09,1054444
de.wikipedia.org,mobile-web,spider,2020-12-10,951951
de.wikipedia.org,mobile-web,spider,2020-12-11,848192
de.wikipedia.org,mobile-web,spider,2020-12-12,1007964
de.wikipedia.org,mobile-web,spider,2020-12-13,857524
de.wikipedia.org,mobile-web,spider,2020-12-14,1177792
de.wikipedia.org,mobile-web,spider,2020-12-15,1255733
de.wikipedia.org,mobile-web,spider,2020-12-16,1146680
de.wikipedia.org,mobile-web,spider,2020-12-17,947405
de.wikipedia.org,mobile-web,spider,2020-12-18,1050517
de.wikipedia.org,mobile-web,spider,2020-12-19,1091031
de.wikipedia.org,mobile-web,spider,2020-12-20,1126566
de.wikipedia.org,mobile-web,spider,2020-12-21,1013543
de.wikipedia.org,mobile-web,spider,2020-12-22,854352
de.wikipedia.org,mobile-web,spider,2020-12-23,1091267
de.wikipedia.org,mobile-web,spider,2020-12-24,1028829
de.wikipedia.org,mobile-web,spider,2020-12-25,970915
de.wikipedia.org,mobile-web,spider,2020-12-26,993700
de.wikipedia.org,mobile-web,spider,2020-12-27,1096774
de.wikipedia.org,mobile-web,spider,2020-12-28,875550
de.wikipedia.org,mobile-web,spider,2020-12-29,1034504
de.wikipedia.org,mobile-web,spider,2020-12-30,1006615
de.wikipedia.org,mobile-web,spider,2020-12-31,1058117
de.wikipedia.org,mobile-web,spider,2021-01-01,1045476
de.wikipedia.org,mobile-web,spider,2021-01-02,931701
de.wikipedia.org,mobile-web,spider,2021-01-03,986202
de.wikipedia.org,mobile-web,spider,2021-01-04,975913
de.wikipedia.org,mobile-web,spider,2021-01-05,1021312
de.wikipedia.org,mobile-web,spider,2021-01-06,952706
de.wikipedia.org,mobile-web,spider,2021-01-07,1138805
de.wikipedia.org,mobile-web,spider,2021-01-08,966923
de.wikipedia.org,mobile-web,spider,2021-01-09,1071082
de.wikipedia.org,mobile-web,spider,2021-01-10,990243
de.wikipedia.org,mobile-web,spider,2021-01-11,1133586
de.wikipedia.org,mobile-web,spider,2021-01-12,1038333
de.wikipedia.org,mobile-web,spider,2021-01-13,1092158
